Status,Name,Date,Key,Contents
Post-Tropical Cyclone,Sandy,2012-10-30T01:00:00Z,AL182012,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM
 
POST-TROPICAL CYCLONE SANDY TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL182012
900 PM EDT MON OCT 29 2012

...HURRICANE FORCE WINDS GUSTS REPORTED OVER LONG ISLAND AND THE NEW
YORK METROPOLITAN AREAS...

SUMMARY OF 900 PM EDT...0100 UTC...INFORMATION
----------------------------------------------
LOCATION...39.6N 74.6W
ABOUT 15 MI...24 KM NW OF ATLANTIC CITY NEW JERSEY
MAXIMUM SUSTAINED WINDS...80 MPH...130 KM/H
PRESENT MOVEMENT...WNW OR 300 DEGREES AT 21 MPH...33 KM/H
MINIMUM CENTRAL PRESSURE...947 MB...27.96 INCHES

NATIONAL OCEAN SERVICE TIDE GAUGES HAVE RECENTLY REPORTED STORM
TIDE HEIGHT...THE COMBINATION OF STORM SURGE AND TIDE RELATIVE TO
MEAN LOWER LOW WATER...OF 13.3 FEET AT KINGS POINT NEW YORK...13.7
FEET AT THE BATTERY NEW YORK...AND 13.3 FEET AT SANDY HOOK NEW
JERSEY.

A WIND GUST TO 79 MPH WAS REPORTED AT JFK INTERNATIONAL AIRPORT IN
NEW YORK. A WIND GUST TO 90 MPH WAS REPORTED EARLIER THIS EVENING
AT ISLIP NEW YORK. 

NHC WILL ISSUE ITS LAST ADVISORY ON SANDY AT 1100 PM EDT.  THE
HYDROMETEOROLOGICAL PREDICTION CENTER...HPC...WILL BEGIN ISSUING
PUBLIC ADVISORIES AT 500 AM EDT TUESDAY. HPC PUBLIC ADVISORIES WILL
BE ISSUED UNDER THE SAME WMO AND AWIPS HEADERS AS THE NHC PUBLIC
ADVISORIES...AND WILL ALSO BE AVAILABLE VIA THE NHC WEBSITE.

$$
FORECASTER BROWN/ROBERTS

NNNN
"
Tropical Storm,Andrea,2013-06-06T21:45:00Z,AL012013,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM ANDREA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012013
545 PM EDT THU JUN 06 2013
 
...ANDREA MAKES LANDFALL ALONG THE FLORIDA BIG BEND...
 
SUMMARY OF 540 PM EDT...2140 UTC...INFORMATION
--------------------------------------------------
LOCATION...29.5N 83.4W
ABOUT 35 MI...55 KM NNW OF CEDAR KEY FLORIDA
ABOUT 70 MI...110 KM W OF GAINSVILLE FLORIDA
MAXIMUM SUSTAINED WINDS...65 MPH...100 KM/H
PRESENT MOVEMENT...NE OR 40 DEGREES AT 17 MPH...28 KM/H
MINIMUM CENTRAL PRESSURE...993 MB...29.32 INCHES

RADAR...SATELLITE...AND SURFACE DATA INDICATE THAT TROPICAL STORM
ANDREA MADE LANDFALL IN DIXIE COUNTY FLORIDA...ABOUT 10 MILES...16
KM...SOUTH OF STEINHATCHEE FLORIDA AROUND 540 PM EDT...2140 UTC. AT
THE TIME OF LANDFALL...ANDREA HAD MAXIMUM SUSTAINED WINDS OF 65
MPH...100 KM/H.

WITHIN THE LAST HOUR OR SO...A WIND GUST OF 48 MPH...78 KM/H...WAS
REPORTED AT CEDAR KEY FLORIDA. OTHER RECENT WIND GUSTS INCLUDE 46
MPH...74 KM/H...AT MACDILL AIR FORCE BASE NEAR TAMPA...AND 39
MPH...63 KM/H...AT BROOKSVILLE FLORIDA.

$$
FORECASTER BRENNAN/STEWART
  
NNNN
"
Tropical Storm,Barry,2013-06-19T18:45:00Z,AL022013,"
ZCZC MIATCUAT2 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM BARRY TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL022013
145 PM CDT WED JUN 19 2013
 
...SECOND TROPICAL STORM OF THE SEASON FORMS IN THE SOUTHERN GULF OF
MEXICO...
  
DATA FROM AN AIR FORCE RECONNAISSANCE AIRCRAFT INDICATE THAT
TROPICAL DEPRESSION TWO HAS STRENGTHENED...AND IS NOW TROPICAL
STORM BARRY...THE SECOND TROPICAL STORM OF THE 2013 HURRICANE
SEASON. DETAILS WILL FOLLOW IN THE NEXT REGULAR ADVISORY AT 4 PM
CDT.

 
SUMMARY OF 145 PM CDT...1845 UTC...INFORMATION
--------------------------------------------------
LOCATION...19.6N 95.1W
ABOUT 75 MI...115 KM ENE OF VERACRUZ MEXICO
MAXIMUM SUSTAINED WINDS...40 MPH...65 KM/H
PRESENT MOVEMENT...W OR 280 DEGREES AT 10 MPH...16 KM/H
MINIMUM CENTRAL PRESSURE...1005 MB...29.68 INCHES
 
$$
FORECASTER AVILA
 
 
NNNN
"
Tropical Storm,Fernand,2013-08-25T23:45:00Z,AL062013,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM FERNAND TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL062013
645 PM CDT SUN AUG 25 2013
 
 
...RECONNAISSANCE AIRCRAFT INDICATES THAT TROPICAL DEPRESSION SIX
HAS STRENGTHENED INTO TROPICAL STORM FERNAND...
 
AROUND 630 PM CDT...DATA FROM AN AIR FORCE RESERVE
RECONNAISSANCE AIRCRAFT INDICATED THAT MAXIMUM SUSTAINED
WINDS IN TROPICAL DEPRESSION SIX HAD INCREASED TO AT LEAST 45 MPH...
75 KM/H...MAKING THE SYSTEM TROPICAL STORM FERNAND (PRONOUNCED
FAIR-NAHN).

A SPECIAL ADVISORY PACKAGE WILL BE ISSUED AROUND 700 PM CDT...2300
UTC...TO INCREASE THE 12-HOUR INTENSITY TO 50 KT AND TO ADJUST THE
FORECAST SOUTHWARD SLIGHTLY. NO CHANGES ARE REQUIRED TO THE CURRENT
TROPICAL STORM WARNING AREA FROM VERACRUZ TO TAMPICO MEXICO.
 
SUMMARY OF 630 PM CDT...2230 UTC...INFORMATION
----------------------------------------------
LOCATION...19.1N 95.7W
ABOUT 25 MI...45 KM E OF VERACRUZ MEXICO
MAXIMUM SUSTAINED WINDS...45 MPH...75 KM/H
PRESENT MOVEMENT...W OR 270 DEGREES AT 12 MPH...19 KM/H
MINIMUM CENTRAL PRESSURE...1003 MB...29.62 INCHES

 
$$
FORECASTER STEWART
 
 
NNNN
"
Tropical Storm,Fernand,2013-08-26T17:25:00Z,AL062013,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM FERNAND TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL062013
1225 AM CDT MON AUG 26 2013
 
...CENTER OF TROPICAL STORM FERNAND MAKES LANDFALL TO THE
NORTH-NORTHWEST OF VERACRUZ MEXICO...
 
DATA FROM THE ALVARADO MEXICO RADAR INDICATE THAT THE CENTER OF
TROPICAL STORM FERNAND MADE LANDFALL ON THE GULF COAST OF MEXICO
ABOUT 25 MILES...40 KM NNW OF VERACRUZ AT 1145 PM CDT...0445 UTC. 
THE MAXIMUM SUSTAINED WINDS AT LANDFALL WERE ESTIMATED TO BE 50
MPH...85 KM/H.

SUMMARY OF 1145 PM CDT...0445 UTC...INFORMATION
----------------------------------------------
LOCATION...19.5N 96.3W
ABOUT 25 MI...40 KM NNW OF VERACRUZ MEXICO
MAXIMUM SUSTAINED WINDS...50 MPH...75 KM/H
PRESENT MOVEMENT...WNW OR 300 DEGREES AT 9 MPH...15 KM/H
MINIMUM CENTRAL PRESSURE...1001 MB...29.56 INCHES
 
$$
FORECASTER PASCH
 
 
NNNN
"
Tropical Storm,Melissa,2013-11-21T15:45:00Z,AL142013,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM MELISSA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142013
1145 AM AST THU NOV 21 2013
 
...MELISSA A LITTLE STRONGER THAN PREVIOUSLY ESTIMATED...
...STRONG WINDS EXPECTED IN THE WESTERN AZORES SOON...

SATELLITE DATA RECEIVED AFTER THE RELEASE OF THE LAST NHC ADVISORY
INDICATE THAT MELISSA IS STRONGER THAN PREVIOUSLY ESTIMATED. THE
SATELLITE DATA SHOWED THAT MELISSA HAS MAXIMUM SUSTAINED WINDS OF
NEAR 65 MPH...100 KM/H.  WINDS IN EXCESS OF 50 MPH WILL LIKELY
REACH THE WESTERN AZORES WITHIN THE NEXT SEVERAL HOURS. 
 
SUMMARY OF 1145 AM AST...1545 UTC...INFORMATION
--------------------------------------------------
LOCATION...40.1N 34.5W
ABOUT 180 MI...290 KM WNW OF FLORES ISLAND IN THE AZORES
MAXIMUM SUSTAINED WINDS...65 MPH...100 KM/H
PRESENT MOVEMENT...ENE OR 70 DEGREES AT 32 MPH...52 KM/H
MINIMUM CENTRAL PRESSURE...984 MB...29.06 INCHES
 
$$
FORECASTER BROWN
 
 
NNNN
"
Tropical Storm,Barbara,2013-05-29T10:25:00Z,EP022013,"
ZCZC MIATCUEP2 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM BARBARA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       EP022013
325 AM PDT WED MAY 29 2013
 
...HURRICANE WARNING ISSUED FOR THE COAST OF THE GULF OF TEHUANTEPEC
OF MEXICO...
 
AT 325 AM PDT...1025 UTC...THE GOVERNMENT OF MEXICO HAS ISSUED A
HURRICANE WARNING FROM PUERTO ANGEL TO BARRA DE TONALA.

A SPECIAL ADVISORY WILL BE ISSUED AS SOON AS POSSIBLE TO FORECAST 
BARBARA TO REACH HURRICANE STRENGTH PRIOR TO LANDFALL.
 
SUMMARY OF 0325 AM PDT...1025 UTC...INFORMATION
--------------------------------------------------
LOCATION...15.0N 95.3W
ABOUT 85 MI...135 KM S OF SALINA CRUZ MEXICO
MAXIMUM SUSTAINED WINDS...65 MPH...105 KM/H
PRESENT MOVEMENT...NE OR 40 DEGREES AT 6 MPH...10 KM/H
MINIMUM CENTRAL PRESSURE...995 MB...29.38 INCHES
 
$$
FORECASTER KIMBERLAIN/PASCH/LANDSEA
 
 
NNNN
"
Hurricane,Barbara,2013-05-29T20:10:00Z,EP022013,"
ZCZC MIATCUEP2 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE BARBARA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       EP022013
110 PM PDT WED MAY 29 2013
 
...EYE OF HURRICANE BARBARA MAKES LANDFALL ON THE COAST OF MEXICO...
 
SATELLITE IMAGES AND MEXICAN RADAR IMAGES FROM EL MOZOTAL INDICATE
THAT BARBARA MADE LANDFALL ON THE COAST OF MEXICO IN THE STATE OF
CHIAPAS AT 1250 PM PDT...1950 UTC...ABOUT 20 MILES...35 KM....WEST
OF TONALA.
 
SUMMARY OF 1250 PM PDT...1950 UTC...INFORMATION
--------------------------------------------------
LOCATION...16.0N 94.0W
ABOUT 20 MI...35 KM W OF TONALA MEXICO
ABOUT 80 MI...130 KM E OF SALINA CRUZ MEXICO
MAXIMUM SUSTAINED WINDS...75 MPH...120 KM/H
PRESENT MOVEMENT...NNE OR 30 DEGREES AT 9 MPH...15 KM/H
MINIMUM CENTRAL PRESSURE...990 MB...29.23 INCHES
 
$$
FORECASTER PASCH/BERG
 
NNNN
"
Hurricane,Arthur,2014-07-03T22:00:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
600 PM EDT THU JUL 03 2014

...6 PM POSITION UPDATE...

A WEATHER UNDERGROUND STATION IN KURE BEACH NORTH CAROLINA HAS
RECENTLY REPORTED SUSTAINED OF 48 MPH...77 KM/HR...AND A WIND GUST
OF 57 MPH...92 KM/HR.

SUMMARY OF 600 PM EDT...2200 UTC...INFORMATION
--------------------------------------------------
LOCATION...33.6N 77.7W
ABOUT 25 MI...40 KM SE OF CAPE FEAR NORTH CAROLINA
ABOUT 165 MI...265 KM SW OF CAPE HATTERAS NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...90 MPH...150 KM/H
PRESENT MOVEMENT...NNE OR 20 DEGREES AT 13 MPH...20 KM/H
MINIMUM CENTRAL PRESSURE...977 MB...28.85 INCHES

$$
FORECASTER BEVEN


NNNN
"
Hurricane,Arthur,2014-07-03T22:00:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
600 PM EDT THU JUL 03 2014

...6 PM POSITION UPDATE...
...EYE OF ARTHUR PASSING SOUTHEAST OF CAPE FEAR...

A WEATHER UNDERGROUND STATION IN KURE BEACH NORTH CAROLINA HAS
RECENTLY REPORTED SUSTAINED OF 48 MPH...77 KM/HR...AND A WIND GUST
OF 57 MPH...92 KM/HR.

SUMMARY OF 600 PM EDT...2200 UTC...INFORMATION
--------------------------------------------------
LOCATION...33.6N 77.7W
ABOUT 25 MI...40 KM SE OF CAPE FEAR NORTH CAROLINA
ABOUT 165 MI...265 KM SW OF CAPE HATTERAS NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...90 MPH...150 KM/H
PRESENT MOVEMENT...NNE OR 20 DEGREES AT 13 MPH...20 KM/H
MINIMUM CENTRAL PRESSURE...977 MB...28.85 INCHES

$$
FORECASTER BEVEN


NNNN
"
Hurricane,Arthur,2014-07-04T00:00:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
800 PM EDT THU JUL 03 2014

...8 PM POSITION UPDATE...
...EYE OF ARTHUR PASSING SOUTHEAST OF WILMINGTON NORTH CAROLINA...

NOAA BUOY 41036...LOCATED SOUTHWEST OF CAPE LOOKOUT NORTH
CAROLINA...HAS RECENTLY REPORTED SUSTAINED WINDS OF 49 MPH...
79 KM/H...AND A WIND GUST OF 67 MPH...108 KM/H.

SUMMARY OF 800 PM EDT...0000 UTC...INFORMATION
--------------------------------------------------
LOCATION...34.0N 77.2W
ABOUT 45 MI...70 KM E OF CAPE FEAR NORTH CAROLINA
ABOUT 125 MI...200 KM SW OF CAPE HATTERAS NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...90 MPH...150 KM/H
PRESENT MOVEMENT...NNE OR 30 DEGREES AT 15 MPH...24 KM/H
MINIMUM CENTRAL PRESSURE...977 MB...28.85 INCHES

$$
FORECASTER BEVEN


NNNN
"
Hurricane,Arthur,2014-07-04T02:00:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
1000 PM EDT THU JUL 03 2014

...10 PM POSITION UPDATE...
...HURRICANE-FORCE WINDS EXPECTED IN THE WARNING AREA SOON...

NOAA BUOY 41036 RECENTLY REPORTED A 10-MINUTE SUSTAINED WIND OF 67
MPH...108 KM /H...WITH A GUST TO 87 MPH...140 KM/H.

SUMMARY OF 1000 PM EDT...0200 UTC...INFORMATION
--------------------------------------------------
LOCATION...34.4N 76.9W
ABOUT 20 MI...35 KM SW OF CAPE LOOKOUT NORTH CAROLINA
ABOUT 90 MI...150 KM SW OF CAPE HATTERAS NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...100 MPH...160 KM/H
PRESENT MOVEMENT...NNE OR 30 DEGREES AT 15 MPH...24 KM/H
MINIMUM CENTRAL PRESSURE...976 MB...28.82 INCHES

$$
FORECASTER KIMBERLAIN/BLAKE


NNNN
"
Hurricane,Arthur,2014-07-04T03:30:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
1130 PM EDT THU JUL 03 2014

...CENTER OF ARTHUR MAKES LANDFALL...

THE CENTER OF ARTHUR MADE LANDFALL AT ABOUT 1115 PM EDT...0315
UTC...OVER THE SHACKLEFORD BANKS BETWEEN CAPE LOOKOUT AND BEAUFORT
NORTH CAROLINA. THE NOAA AUTOMATED STATION AT CAPE LOOKOUT RECENTLY
REPORTED SUSTAINED WINDS OF 77 MPH...124 KM/H...AND A WIND GUST OF
101 MPH...163 KM/H.

SUMMARY OF 1130 PM EDT...0330 UTC...INFORMATION
--------------------------------------------------
LOCATION...34.7N 76.6W
ABOUT 5 MI...10 KM NW OF CAPE LOOKOUT NORTH CAROLINA
ABOUT 65 MI...105 KM WSW OF CAPE HATTERAS NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...100 MPH...155 KM/H
PRESENT MOVEMENT...NE OR 35 DEGREES AT 18 MPH...30 KM/H
MINIMUM CENTRAL PRESSURE...976 MB...28.82 INCHES

$$
FORECASTER BEVEN/BLAKE


NNNN
"
Hurricane,Arthur,2014-07-04T16:00:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
1200 AM EDT FRI JUL 04 2014

...12 AM POSITION UPDATE...
...CENTER OF ARTHUR NOW OVER THE CEDAR ISLAND NATIONAL WILDLIFE
REFUGE...

SUMMARY OF 1200 AM EDT...0400 UTC...INFORMATION
--------------------------------------------------
LOCATION...34.9N 76.4W
ABOUT 20 MI...30 KM NNE OF CAPE LOOKOUT NORTH CAROLINA
ABOUT 50 MI...80 KM WSW OF CAPE HATTERAS NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...100 MPH...155 KM/H
PRESENT MOVEMENT...NE OR 35 DEGREES AT 18 MPH...30 KM/H
MINIMUM CENTRAL PRESSURE...976 MB...28.82 INCHES

$$
FORECASTER BEVEN


NNNN
"
Hurricane,Arthur,2014-07-04T06:00:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
200 AM EDT FRI JUL 04 2014

...2 AM POSITION UPDATE...
...EYE OF ARTHUR MOVING UP THE WEST SIDE OF PAMLICO SOUND...

A WEATHERFLOW STATION IN PAMLICO SOUND RECENTLY REPORTED A
SUSTAINED WIND OF 70 MPH...113 KM/H...AND A WIND GUST OF 96
MPH...154 KM/H. A U.S. COAST GUARD STATION JUST WEST OF CAPE
HATTERAS RECENTLY REPORTED A SUSTAINED WIND OF 59 MPH...95
KM/H...AND A WIND GUST OF 83 MPH...134 KM/H.

SUMMARY OF 200 AM EDT...0600 UTC...INFORMATION
--------------------------------------------------
LOCATION...35.3N 76.1W
ABOUT 30 MI...50 KM W OF CAPE HATTERAS NORTH CAROLINA
ABOUT 50 MI...80 KM SSW OF MANTEO NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...100 MPH...155 KM/H
PRESENT MOVEMENT...NE OR 35 DEGREES AT 21 MPH...34 KM/H
MINIMUM CENTRAL PRESSURE...973 MB...28.73 INCHES

$$
FORECASTER BRENNAN

NNNN
"
Hurricane,Arthur,2014-07-04T08:00:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
400 AM EDT FRI JUL 04 2014

...4 AM POSITION UPDATE...
...EYE OF ARTHUR REACHES THE NORTHERN OUTER BANKS OF NORTH
CAROLINA...

A WEATHERFLOW STATION IN PAMLICO SOUND RECENTLY REPORTED A
SUSTAINED WIND OF 71 MPH...115 KM/H...AND A WIND GUST OF 84
MPH...135 KM/H.

SUMMARY OF 400 AM EDT...0800 UTC...INFORMATION
--------------------------------------------------
LOCATION...35.8N 75.6W
ABOUT 40 MI...65 KM N OF CAPE HATTERAS NORTH CAROLINA
ABOUT 10 MI...15 KM SE OF MANTEO NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...100 MPH...155 KM/H
PRESENT MOVEMENT...NE OR 35 DEGREES AT 21 MPH...34 KM/H
MINIMUM CENTRAL PRESSURE...973 MB...28.73 INCHES

$$
FORECASTER LANDSEA/BRENNAN

NNNN
"
Hurricane,Arthur,2014-07-04T10:00:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
600 AM EDT FRI JUL 04 2014

...6 AM POSITION UPDATE...
...EYE OF ARTHUR MOVING AWAY FROM THE OUTER BANKS...

A WEATHERFLOW STATION AT OREGON INLET NORTH CAROLINA RECENTLY
REPORTED A SUSTAINED WIND OF 61 MPH...99 KM/H...AND A WIND GUST OF
80 MPH...129 KM/H. A NATIONAL OCEAN SERVICE STATION AT DUCK NORTH
CAROLINA RECENTLY REPORTED A SUSTAINED WIND OF 54 MPH...87
KM/H...AND A WIND GUST OF 63 MPH...102 KM/H.

SUMMARY OF 600 AM EDT...1000 UTC...INFORMATION
--------------------------------------------------
LOCATION...36.2N 75.0W
ABOUT 40 MI...65 KM ENE OF KITTY HAWK NORTH CAROLINA
ABOUT 85 MI...140 KM ESE OF NORFOLK VIRGINIA
MAXIMUM SUSTAINED WINDS...100 MPH...155 KM/H
PRESENT MOVEMENT...NE OR 35 DEGREES AT 21 MPH...34 KM/H
MINIMUM CENTRAL PRESSURE...973 MB...28.73 INCHES

$$
FORECASTER BRENNAN

NNNN
"
Hurricane,Arthur,2014-07-04T12:00:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
800 AM EDT FRI JUL 04 2014

...8 AM POSITION UPDATE...
...ARTHUR CONTINUES MOVING AWAY FROM THE COAST OF NORTH
CAROLINA...


SUMMARY OF 800 AM EDT...1200 UTC...INFORMATION
--------------------------------------------------
LOCATION...36.7N 74.4W
ABOUT 105 MI...170 KM E OF NORFOLK VIRGINIA
MAXIMUM SUSTAINED WINDS...100 MPH...155 KM/H
PRESENT MOVEMENT...NE OR 40 DEGREES AT 21 MPH...34 KM/H
MINIMUM CENTRAL PRESSURE...976 MB...28.82 INCHES

$$
FORECASTER BROWN

NNNN
"
Hurricane,Arthur,2014-07-04T14:00:00Z,AL012014,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM

HURRICANE ARTHUR TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012014
1000 AM EDT FRI JUL 04 2014

...10 AM POSITION UPDATE...
...ARTHUR BEGINS TO WEAKEN AS IT PULLS AWAY FROM NORTH CAROLINA...


SUMMARY OF 1000 AM EDT...1400 UTC...INFORMATION
--------------------------------------------------
LOCATION...37.4N 73.7W
ABOUT 145 MI...235 KM ENE OF NORFOLK VIRGINIA
MAXIMUM SUSTAINED WINDS...90 MPH...150 KM/H
PRESENT MOVEMENT...NE OR 40 DEGREES AT 21 MPH...34 KM/H
MINIMUM CENTRAL PRESSURE...976 MB...28.82 INCHES

$$
FORECASTER BROWN/FRANKLIN

NNNN
"
Tropical Storm,Cristobal,2014-08-24T10:20:00Z,AL042014,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

TROPICAL STORM CRISTOBAL TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL042014
620 AM AST SUN AUG 24 2014


...DEPRESSION STRENGTHENS TO A TROPICAL STORM...

NOAA AND AIR FORCE RESERVE HURRICANE HUNTER AIRCRAFT DATA INDICATE
THAT THE DEPRESSION HAS STRENGTHENED TO TROPICAL STORM CRISTOBAL.
THE MAXIMUM WINDS ARE ESTIMATED TO BE 45 MPH...75 KM/H WITH HIGHER
GUSTS.


SUMMARY OF 620 AM AST...1020 UTC...INFORMATION
--------------------------------------------------
LOCATION...22.9N 73.3W
ABOUT 40 MI...60 KM NNW OF MAYAGUANA ISLAND
ABOUT 120 MI...190 KM ESE OF LONG ISLAND
MAXIMUM SUSTAINED WINDS...45 MPH...75 KM/H
PRESENT MOVEMENT...NW OR 325 DEGREES AT 9 MPH...15 KM/H
MINIMUM CENTRAL PRESSURE...1002 MB...29.59 INCHES

$$
FORECASTER BROWN


NNNN
"
Hurricane,Cristobal,2014-08-26T00:20:00Z,AL042014,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM

HURRICANE CRISTOBAL TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL042014
820 PM EDT MON AUG 25 2014

...CRISTOBAL BECOMES A HURRICANE...

REPORTS FROM A NOAA HURRICANE HUNTER AIRCRAFT INDICATE THAT
CRISTOBAL HAS STRENGTHENED INTO A HURRICANE.  THE MAXIMUM WINDS ARE
ESTIMATED TO BE 75 MPH...120 KM/H...WITH HIGHER GUSTS.


SUMMARY OF 820 PM EDT...0020 UTC...INFORMATION
--------------------------------------------------
LOCATION...25.0N 71.9W
ABOUT 660 MI...1065 KM SW OF BERMUDA
MAXIMUM SUSTAINED WINDS...75 MPH...120 KM/H
PRESENT MOVEMENT...E OR 100 DEGREES AT 2 MPH...4 KM/H
MINIMUM CENTRAL PRESSURE...990 MB...29.23 INCHES

$$
FORECASTER PASCH

NNNN
"
Tropical Storm,Gonzalo,2014-10-13T18:25:00Z,AL082014,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM

TROPICAL STORM GONZALO TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL082014
225 PM AST MON OCT 13 2014

...NEW HURRICANE WARNINGS ISSUED...

THE GOVERNMENT OF ANTIGUA AND BARBUDA HAS ISSUED A HURRICANE
WARNING FOR ANGUILLA.  THE GOVERNMENT OF ST. MAARTIN HAS
ALSO ISSUED A HURRICANE WARNING FOR ST. MAARTIN.

$$
FORECASTER FRANKLIN


NNNN
"
Tropical Storm,Gonzalo,2014-10-13T18:55:00Z,AL082014,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM

TROPICAL STORM GONZALO TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL082014
255 PM AST MON OCT 13 2014

...NEW HURRICANE WARNING ISSUED...

THE GOVERNMENT OF FRANCE HAS ISSUED A HURRICANE WARNING FOR ST.
MARTIN.

$$
FORECASTER FRANKLIN


NNNN
"
Hurricane,Gonzalo,2014-10-17T20:00:00Z,AL082014,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM

HURRICANE GONZALO TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL082014
400 PM AST FRI OCT 17 2014

...400 PM POSITION UPDATE...
...DANGEROUS HURRICANE GONZALO APPROACHING BERMUDA...

SUMMARY OF 400 PM AST...2000 UTC...INFORMATION
--------------------------------------------------
LOCATION...31.4N 65.5W
ABOUT 75 MI...120 KM SSW OF BERMUDA
MAXIMUM SUSTAINED WINDS...115 MPH...185 KM/H
PRESENT MOVEMENT...NNE OR 025 DEGREES AT 16 MPH...26 KM/H
MINIMUM CENTRAL PRESSURE...951 MB...28.08 INCHES

$$
FORECASTER AVILA


NNNN
"
