Status,Name,Adv,Date,Contents
Tropical Depression,Sixteen-E,2,2000-09-20T09:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION SIXTEEN-E DISCUSSION NUMBER   2
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT WED SEP 20 2000

THE CLOUD PATTERN CONTINUES TO IMPROVE AND THE DEPRESSION IS VERY
NEAR TROPICAL STORM STRENGTH. THE CENTER IS DIFFICULT TO LOCATE BUT
IS SOMEWHERE WITHIN THE VERY INTENSE AREA OF DEEP CONVECTION. UPPER-
LEVEL WINDS ARE FAVORABLE FOR SOME STRENGTHENING BEFORE THE TROPICAL
CYCLONE BEGINS TO INTERACT WITH THE HIGH TERRAIN.   

THE INITIAL MOTION APPEARS TO BE NORTHWARD ABOUT 2 KNOTS BUT BECAUSE
THE STEERING CURRENTS ARE WEAK...THE SYSTEM COULD MOVE ERRATICALLY
FOR THE NEXT DAY OR TWO.  THE SYSTEM OVERALL IS FORECAST TO MOVE
VERY NEAR OR OVER THE COAST OF SOUTHWEST MEXICO DURING THE NEXT 2 OR
3 DAYS.  THE SLOW MOTION COULD RESULT IN TORRENTIAL RAINS..LIFE-
THREATENING FLASH FLOODS AND MUDSLIDES.
  
FORECASTER AVILA
  
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     20/0900Z 17.3N 103.2W    30 KTS
12HR VT     20/1800Z 17.7N 103.3W    40 KTS
24HR VT     21/0600Z 18.0N 103.5W    45 KTS
36HR VT     21/1800Z 18.5N 103.7W    45 KTS
48HR VT     22/0600Z 19.0N 104.0W    40 KTS
72HR VT     23/0600Z 20.0N 105.5W    40 KTS
 
 
NNNN


"
Tropical Storm,Norman,3,2000-09-20T15:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM NORMAN DISCUSSION NUMBER   3
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT WED SEP 20 2000
 
SHIP 3ESU8 REPORTED 38 KT AND 1001.5 MB AT 12Z...AND SHIP LADQ4
REPORTED 39 KT AND 1003.0 MB AT 13Z.  THUS TROPICAL DEPRESSION
SIXTEEN-E HAS BECOME TROPICAL STORM NORMAN.  THIS IS IN AGREEMENT
WITH SATELLITE INTENSITY ESTIMATES OF 35 KT FROM TAFB AND SAB.  

THE SHIP REPORT INDICATES NORMAN IS A LITTLE FURTHER NORTHEAST THAN
PREVIOUSLY THOUGHT...AND THE BEST ESTIMATE OF THE MOTION IS 025/6. 
WATER VAPOR IMAGERY INDICATES A MID/UPPER LEVEL ANTICYCLONE OVER
CENTRAL MEXICO THAT SHOULD EVENTUALLY TURN THE STORM ON A NORTHWEST
TRACK.  HOWEVER...ANY CONTINUATION OF THE CURRENT MOTION WOULD BRING
THE CENTER INLAND.  THE OFFICIAL FORECAST TRACK MOVES NORMAN INLAND
AND GRADUALLY CURVES IT NORTHWESTWARD AS IT DISSIPATES.  IT IS
POSSIBLE THAT NORMAN COULD TURN MORE SHARPLY AND EMERGE OVER THE
PACIFIC BEFORE IT DISSIPATES.

NORMAN SHOWS CLOUD TOPS TO -83C...AND SOME FURTHER STRENGTHENING IS
POSSIBLE BEFORE LANDFALL.  THE CYCLONE SHOULD WEAKEN AFTER
LANDFALL...WITH DISSIPATION IN 36 TO 48 HR.  HOWEVER...IF THE
NORTHWESTWARD TURN OCCURS EARLY ENOUGH TO KEEP THE STORM NEAR OR
OVER WATER...IT COULD STAY ALIVE FOR LONGER THAN CURRENTLY FORECAST.

WITH THE SLOW MOTION OVER THE MOUNTAINS OF MEXICO...COULD RESULT IN
TORRENTIAL RAINS AND LIFE-THREATENING FLASH FLOODS AND MUDSLIDES ARE
LIKELY
 
FORECASTER BEVEN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     20/1500Z 18.0N 102.8W    40 KTS
12HR VT     21/0000Z 18.5N 102.8W    35 KTS...INLAND
24HR VT     21/1200Z 19.2N 103.1W    30 KTS...INLAND
36HR VT     22/0000Z 19.8N 103.5W    25 KTS...DISSIPATING
48HR VT     22/1200Z...DISSIPATED
 
 
NNNN

"
Tropical Storm,Norman,4,2000-09-20T21:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM NORMAN DISCUSSION NUMBER   4
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT WED SEP 20 2000
 
EVEN WITH RAPID-SCAN VISIBLE IMAGERY...THE CENTER OF NORMAN IS HARD
TO LOCATE THIS AFTERNOON.  THE BEST ESTIMATE IS THAT THE CENTER IS
MOVING 360/2 AND IS NEAR THE MEXICAN COAST.  SATELLITE INTENSITY
ESTIMATES ARE 45 KT...45 KT...AND 35 KT FROM TAFB...AFWA...AND SAB. 
THUS THE INITIAL INTENSITY REMAINS 40 KT.

WATER VAPOR IMAGERY CONTINUES TO SHOW A MID/UPPER LEVEL ANTICYCLONE
OVER CENTRAL MEXICO...AND TRACK GUIDANCE RESPONDS TO THIS BY
SUGGESTING SOME KIND OF WESTWARD TURN.  THE BIG QUESTION IS WHETHER
THIS WILL HAPPEN BEFORE THE STORM GETS FAR ENOUGH INLAND TO
DISSIPATE.  THE OFFICIAL FORECAST IS BASED ON THE PREMISE THAT
NORMAN WILL CONTINUE ENOUGH OF A NORTHWARD COMPONENT TO DISSIPATE
OVER LAND. 

NORMAN CONTINUES TO GENERATE COLD CONVECTION...AND IF THE CENTER
WERE NOT NEAR THE COAST IT WOULD PROBABLY STRENGTHEN.  WITH THE
FORECAST TRACK INTO THE MEXICAN MOUNTAINS...NORMAN IS EXPECTED TO
DISSIPATE BY 48 HR.  HOWEVER...IF THE CYCLONE EMERGES BACK OVER THE
PACIFIC...ALL BETS ARE OFF ON THE INTENSITY FORECAST. 
 
WITH THE SLOW MOTION OVER THE MEXICAN MOUNTAINS...TORRENTIAL RAINS
AND LIFE-THREATENING FLASH FLOODS AND MUDSLIDES ARE LIKELY.
 
FORECASTER BEVEN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     20/2100Z 18.2N 103.0W    40 KTS
12HR VT     21/0600Z 18.6N 103.0W    35 KTS...INLAND
24HR VT     21/1800Z 19.0N 103.2W    30 KTS...INLAND
36HR VT     22/0600Z 19.1N 103.5W    25 KTS...DISSIPATING
48HR VT     22/1800Z...DISSIPATED
 
 
NNNN

"
Tropical Depression,Norman,5,2000-09-21T03:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION NORMAN DISCUSSION NUMBER   5
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT WED SEP 20 2000

SATELLITE IMAGERY INDICATES THAT THE CENTER OF THE CYCLONE REMAINS
INLAND AND IT IS ESTIMATED THAT NORMAN HAS WEAKENED TO A DEPRESSION.
EVEN THOUGH TROPICAL STORM WARNINGS ARE DISCONTINUED...THE THREAT OF
MAJOR FLOODING FROM EXTREMELY HEAVY RAINS CONTINUES.  WHILE IT IS
POSSIBLE THAT THE CENTER MAY EMERGE BACK OVER THE PACIFIC WATERS IN
A DAY OR SO...THE CIRCULATION WILL PROBABLY BE SO DISRUPTED BY THE
MEXICAN TERRAIN BY THAT TIME THAT A COMEBACK IS NOT LIKELY. 
HOWEVER...IF THE CENTER MOVES BACK OVER THE WATER SOONER THAN
EXPECTED...THE SYSTEM COULD REGENERATE.  

INITIAL MOTION ESTIMATE IS A NORTHWESTWARD DRIFT...310/4.  THE
OFFICIAL TRACK FORECAST IS ADUSTED TO THE LEFT OF THE PREVIOUS ONE
BASED ON THE LATEST OBJECTIVE GUIDANCE...WHICH SHOWS A MORE WESTWARD
MOTION APPARENTLY IN RESPONSE TO INCREASED MID-LEVEL RIDGING TO THE
NORTH OF THE TROPICAL CYCLONE.  

FORECASTER PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     21/0300Z 18.7N 103.7W    30 KTS
12HR VT     21/1200Z 19.1N 104.1W    30 KTS...INLAND
24HR VT     22/0000Z 19.6N 104.9W    25 KTS...INLAND
36HR VT     22/1200Z 20.0N 105.5W    20 KTS...INLAND...DISSIPATING
48HR VT     23/0000Z...DISSIPATED
 
NNNN

"
Tropical Depression,Norman,6,2000-09-21T09:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION NORMAN DISCUSSION NUMBER   6
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT THU SEP 21 2000

SATELLITE AND SURFACE OBSERVATIONS INDICATE THAT THE DEPRESSION IS
WELL INLAND. THE CENTER HAS BECOME VERY ILL DEFINED WHILE
INTERACTING WITH THE HIGH TERRAIN OF SOUTHWEST MEXICO.  THERE ARE
BANDS OF STRONG CONVECTION OFFSHORE BUT ARE WEAKENING AT THIS TIME.

THE DEPRESSION IS EXPECTED TO CONTINUE WEAKENING AND DISSIPATE WHILE
MOVING TOWARD THE NORTHWEST ABOUT 4 TO 5 KNOTS.  HOWEVER...THERE IS
A CHANCE OF REGENERATION IS THE SYSTEM MOVES BACK OVER WATER SOONER
THAN ANTICIPATED.

THE THREAT OF MAJOR FLOODING FROM EXTREMELY HEAVY RAINS CONTINUES. 
 
FORECASTER AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     21/0900Z 19.8N 104.4W    25 KTS
12HR VT     21/1800Z 20.0N 104.8W    20 KTS...INLAND
24HR VT     22/0600Z 20.0N 105.0W    20 KTS...DISSIPATING
 
 
NNNN


"
Tropical Depression,Norman,7,2000-09-21T15:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION NORMAN DISCUSSION NUMBER   7
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT THU SEP 21 2000
 
THE CENTER IS DIFFICULT TO LOCATE BUT MAY HAVE MOVED OR REFORMED
CLOSER TO THE COAST...AND I AM LOATH TO DISSIPATE THE SYSTEM WITHOUT
CONCLUSIVE EVIDENCE IN VISIBLE IMAGERY.

THE BEST INITIAL MOTION ESTIMATE IS 300/8...AND IF A CIRCULATION
EMERGES BACK INTO THE WARM WATERS THEN SOME REGENERATION COULD
OCCUR.  THE OFFICIAL FORECAST PROVIDES A 72 HR TRACK ON THE
ASSUMPTION THAT NORMAN WILL MOVE OFFSHORE.  IF THIS OCCURS... A NEW
TROPICAL STORM WATCH WOULD LIKELY BE REQUIRED LATER TODAY. 
HOWEVER...VISIBLE IMAGERY MAY SOON INDICATE THAT THERE IS NOTHING
LEFT.

THE THREAT OF MAJOR FLOODING FROM EXTREMELY HEAVY RAINS CONTINUES.
 
FORECASTER FRANKLIN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     21/1500Z 20.2N 105.3W    25 KTS...INLAND
12HR VT     22/0000Z 20.7N 106.3W    25 KTS
24HR VT     22/1200Z 21.7N 107.3W    30 KTS
36HR VT     23/0000Z 22.9N 108.0W    30 KTS
48HR VT     23/1200Z 24.5N 108.5W    35 KTS
72HR VT     24/1200Z 28.5N 108.5W    20 KTS...INLAND
 
 
NNNN

"
Tropical Depression,Norman,8,2000-09-21T21:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION NORMAN DISCUSSION NUMBER   8
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT THU SEP 21 2000
 
VISIBLE IMAGERY CONFIRMS THAT A SMALL CIRCULATION STILL EXISTS NEAR
THE MEXICAN COAST...AND WHILE THE CONVECTION IS POORLY ORGANIZED...
THERE IS ENOUGH TO WARRANT HOLDING ON TO NORMAN A WHILE LONGER.  THE
INITIAL MOTION IS NOT AS FAST AS PREVIOUSLY THOUGHT...NOW 300/3.  AS
A RESULT...THE OFFICIAL FORECAST IS NOT AS FAST AS THE PREVIOUS
PACKAGE BUT FOLLOWS THE SAME PATH OFFSHORE.  UPPER-LEVEL CONDITIONS
WOULD SUGGEST THE OPPORTUNITY FOR SOME RESTRENGTHENING IF THE CENTER
CLEARS THE COAST.

THE THREAT OF FLOODING FROM EXTREMELY HEAVY RAINS CONTINUES FROM
PUNTO SAN TELMO TO PUERTO VALLARTA.
 
FORECASTER FRANKLIN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     21/2100Z 20.3N 105.4W    25 KTS...INLAND
12HR VT     22/0600Z 20.5N 105.8W    25 KTS
24HR VT     22/1800Z 21.3N 106.7W    30 KTS
36HR VT     23/0600Z 22.4N 107.4W    30 KTS
48HR VT     23/1800Z 23.5N 108.0W    35 KTS
72HR VT     24/1800Z 26.0N 108.5W    25 KTS...INLAND
 
 
NNNN

"
Tropical Depression,Norman,9,2000-09-22T03:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION NORMAN DISCUSSION NUMBER   9
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT THU SEP 21 2000
 
SURFACE OBSERVATIONS AND SATELLITE IMAGERY INDICATE THAT THE CENTER
OF TROPICAL DEPRESSION NORMAN HAS REMAINED OVER WATER AND IS MOVING
FASTER TO THE NORTHWEST.  NORMAN IS EXPECTED TO GRADUALLY TURN MORE
TOWARD THE NORTH BY 36 HOURS AND BE INLAND AFTER 48 HOURS.  THIS IS
CONSISTENT WITH ALL OF THE AVAILABLE FORECAST GUIDANCE AND VERY
CLOSE TO PREVIOUS FORECAST TRACK.

LAND INTERACTION IS STILL INHIBITING ANY RE-INTENSIFICATION.  UNTIL
NORMAN MOVES FARTHER AWAY FROM LAND IN ABOUT 24 TO 36 HOURS...NO
SIGNIFICANT STRENGTHENING IS FORECAST.  DUE TO SOME CONTINUED LAND
INTERACTION...IT IS UNLIKELY THAT NORMAN WOULD STRENGTHEN TO MUCH
ABOVE MINIMAL TROPICAL STORM INTENSITY.

HOWEVER...NORMAN WILL CONTINUE TO PRODUCE SIGNIFICANT HEAVY RAINFALL
ALONG THE WEST COAST OF MEXICO...AND THE THREAT OF FLOODING FROM
THESE EXTREMELY HEAVY RAINS WILL CONTINUE FROM PUNTO SAN TELMO TO
PUERTO VALLARTA.
 
FORECASTER STEWART
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     22/0300Z 20.9N 105.9W    30 KTS
12HR VT     22/1200Z 21.5N 106.6W    30 KTS
24HR VT     23/0000Z 22.4N 107.3W    30 KTS
36HR VT     23/1200Z 23.5N 107.9W    35 KTS
48HR VT     24/0000Z 24.5N 108.5W    35 KTS
72HR VT     25/0000Z 27.0N 108.5W    25 KTS...INLAND AND DISSIPATING
 
 
NNNN

"
Tropical Depression,Norman,10,2000-09-22T09:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION NORMAN DISCUSSION NUMBER  10
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT FRI SEP 22 2000

TROPIAL DEPRESSION NORMAN REMAINS POORLY ORGANIZED OTHER THAN A
LARGE CONVECTIVE COMPLEX NORTH OF THE SYSTEM CENTER AND ALSO INLAND
ALONG THE WEST COAST OF MEXICO. THE INITIAL INTENSITY OF 30 KT IS
BASED ON A 22/0105Z QUIKSCAT PASS SHOWING WESTERLY RAIN-CONTAMINATED
WINDS OF 35 TO  40 KT SOUTH OF THE CENTER...WHICH EQUATES TO ABOUT
30 TO 32 KT CORRECTED SURFACE WINDS.
 
THE INITIAL MOTION ESTIMATE IS 325/09.  TROPICAL DEPRESSION NORMAN
IS FORECAST TO REMAIN OVER WATER FOR THE NEXT 24 HOURS AND THEN
GRADUALLY TURN NORTH AND NORTHEAST AND MOVE INLAND BY 36 HOURS. THIS
SCENARIO IS CONSISTENT WITH ALL OF THE AVAILABLE MODEL GUIDANCE...
EXCEPT THAT THE OFFICIAL FORECAST TRACK IS SLOWER DUE TO EXPECTED
INTERACTION WITH THE HIGH MOUNTIANOUS TERRAIN OF NORTHWEST MEXICO.
 
LAND INTERACTION SHOULD INHIBIT ANY SIGNIFICANT RE-INTENSIFICATION
BEFORE MAKING LANDFALL.  IT IS POSSIBLE THAT NORMAN COULD BRIEFLY
REACH MINIMAL TROPICAL STORM STRENGTH JUST BEFORE MAKING LANDFALL...
BUT THESE WINDS WOULD LIKELY BE SHORT-LIVED AND MAINLY IN SQUALLS
NORTH OF THE CENTER...WHICH WOULD BE AN OFFSHORE FLOW PATTERN.
 
HOWEVER...NORMAN WILL CONTINUE TO PRODUCE SIGNIFICANT HEAVY RAINFALL
ALONG THE WEST COAST OF MEXICO...AND THE THREAT OF FLOODING FROM
POSSIBLE RAINFALL TOTALS OF 5 TO 10 INCHES OR MORE WILL CONTINUE
MAINLY FROM PUERTO VALLARTA NORTH TO LOS MOCHIS MEXICO.
 
FORECASTER STEWART
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     22/0900Z 22.0N 106.5W    30 KTS
12HR VT     22/1800Z 23.1N 107.3W    30 KTS
24HR VT     23/0600Z 24.7N 108.2W    30 KTS
36HR VT     23/1800Z 25.9N 108.6W    25 KTS...INLAND AND DISSIPATING
48HR VT     24/0600Z 27.0N 108.5W    20 KTS...INLAND AND DISSIPATED
 
 
NNNN

"
Tropical Depression,Norman,11,2000-09-22T15:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION NORMAN DISCUSSION NUMBER  11
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT FRI SEP 22 2000
 
SURFACE REPORTS AND FIRST VISIBLE IMAGERY INDICATES THAT THE VERY
SMALL CIRCULATION OF NORMAN IS MAKING LANDFALL NEAR MAZATLAN.  THE
INTIAL MOTION IS 000/10 WHICH WILL TAKE THE CENTER INLAND OVER ROUGH
TERRAIN LATER TODAY...AND ELIMINATES THE POSSIBILITY OF NORMAN
REGAINING TROPICAL STORM STRENGTH.  THE PRIMARY THREAT WILL BE HEAVY
RAINS...MAINLY FROM SAN BLAS NORTHWARD TO LOS MOCHIS...AND INLAND IN
THE HIGHER ELEVATIONS WHERE FLASH FLOODING IS LIKELY.
 
FORECASTER FRANKLIN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     22/1500Z 23.3N 106.2W    30 KTS...INLAND
12HR VT     23/0000Z 24.3N 106.1W    20 KTS...DISSIPATING
24HR VT     23/1200Z...DISSIPATED
 
 
NNNN

"
Tropical Depression,Norman,12,2000-09-22T21:00:00Z,"

ZCZC MIATCDEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION NORMAN DISCUSSION NUMBER  12
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT FRI SEP 22 2000
 
NORMAN CONTINUES ON A NORTHWARD TRACK INLAND NORTH OF MAZATLAN.  ANY
SURFACE CIRCULATION THAT STILL EXISTS WILL BE MOVING OVER ROUGH
TERRAIN OVER THE NEXT FEW HOURS AND DISSIPATE.  THIS WILL BE THE
LAST ADVISORY ON THIS SYSTEM.

THE REMNANTS WILL CONTINUE NORTHWARD GENERATING HEAVY RAINS FROM
MAZATLAN NORTHWARD...AND INLAND IN HIGHER ELEVATIONS WHERE LIFE-
THREATENING FLASH FLOODING AND MUDSLIDES ARE LIKELY.

FORECASTER FRANKLIN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     22/2100Z 24.3N 106.4W    25 KTS...DISSIPATING INLAND
12HR VT     23/0600Z 26.1N 106.7W    20 KTS...DISSIPATING INLAND
24HR VT     23/1800Z...DISSIPATED
 
 
NNNN

"
Tropical Depression,Seventeen-E,1,2000-10-02T15:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION SEVENTEEN-E DISCUSSION NUMBER   1
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT MON OCT 02 2000

VISIBLE SATELLITE IMAGES OF THE AREA OF DISTURBED WEATHER TO THE
SOUTH OF MEXICO SHOW THAT THERE IS ENOUGH EVIDENCE OF LOW-LEVEL
CIRCULATION AND ORGANIZED CONVECTION TO DESIGNATE THE SYSTEM AS A
DEPRESSION.  BASED ON A NEARBY SHIP REPORT...THE SURFACE CIRCULATION
IS QUITE SMALL AT THIS TIME.  SINCE VERTICAL SHEAR IS NOT TOO STRONG
OVER THE AREA...GRADUAL STRENGTHENING IS FORECAST.

INITIAL MOVEMENT IS UNCERTAIN BUT IS ESTIMATED TO BE 290/4.  THERE
IS A WEAK MID-TROPOSPHERIC RIDGE TO THE NORTH OF THE DEPRESSION AT
THIS TIME...WHICH THE NCEP GLOBAL MODEL SHOWS TO BE SLOWLY WEAKENING
IN ITS FORECAST.  THE OFFICIAL FORECAST SHOWS A SLIGHT BEND TO THE
RIGHT WITH A SLOW FORWARD SPEED.  THIS IS ON THE NORTH SIDE OF THE
TRACK GUIDANCE SUITE.

FORECASTER PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     02/1500Z 15.5N 103.3W    25 KTS
12HR VT     03/0000Z 15.6N 104.2W    30 KTS
24HR VT     03/1200Z 16.0N 105.3W    35 KTS
36HR VT     04/0000Z 16.3N 106.0W    40 KTS
48HR VT     04/1200Z 16.7N 106.8W    45 KTS
72HR VT     05/1200Z 17.5N 108.5W    55 KTS
 
NNNN

"
Tropical Depression,Seventeen-E,2,2000-10-02T21:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION SEVENTEEN-E DISCUSSION NUMBER   2
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT MON OCT 02 2000

SATELLITE IMAGERY SHOWS THE SYSTEM CONTINUES TO BECOME BETTER
ORGANIZED...AND DVORAK CLASSIFICATIONS SUGGEST IT IS CLOSE TO
TROPICAL STORM STRENGTH.  A SHIP LOCATED ABOUT 30 N MI SOUTHEAST OF
THE ESTIMATED CENTER REPORTED WEST-SOUTHWEST WINDS OF 26 KNOTS. 
THERE IS SOME EASTERLY SHEAR OVER THE CYCLONE...BUT IT DOES NOT
APPEAR TO BE STRONG ENOUGH TO PREVENT GRADUAL INTENSIFICATION.

THE INITIAL MOTION ESTIMATE IS 280/5.  THERE IS A MID-LEVEL RIDGE TO
THE NORTH OF THE DEPRESSION AT THIS TIME.  THE NCEP GLOBAL MODEL
SHOWS SOME WEAKENING OF THIS RIDGE DURING THE NEXT FEW DAYS. 
THEREFORE...THE OFFICIAL FORECAST SHOWS A CONTINUED SLOW FORWARD
SPEED WITH A GRADUAL TURN TOWARD THE RIGHT.  THIS IS SIMILAR TO THE
SOLUTIONS SHOWN BY THE MEDIUM BETA ADVECTION AND U.K. MET. OFFICE
MODELS.

FORECASTER PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     02/2100Z 15.5N 104.0W    30 KTS
12HR VT     03/0600Z 15.5N 104.7W    35 KTS
24HR VT     03/1800Z 15.8N 105.7W    40 KTS
36HR VT     04/0600Z 16.2N 106.5W    45 KTS
48HR VT     04/1800Z 16.8N 107.4W    50 KTS
72HR VT     05/1800Z 18.0N 109.0W    60 KTS
 
NNNN

"
Tropical Depression,Seventeen-E,3,2000-10-03T03:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION SEVENTEEN-E DISCUSSION NUMBER   3
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT MON OCT 02 2000
 
SATELLITE DVORAK CLASSIFICATIONS ARE 2.5/2.5/1.5 FROM
TAFB/SAB/KGWC...SO THE DEPRESSION IS VERY CLOSE TO TROPICAL STORM
STRENGTH.  BUT THE CLOUD TOPS OF THE BANDING FEATURE CONTRIBUTING TO
CLASSIFYING THE SYSTEM AT 00Z HAVE WARMED A BIT IN THE LAST HOUR OR
TWO AND I WILL HOLD OFF FOR SIX MORE HOURS BEFORE UPGRADING TO A
TROPICAL STORM.  THE INTENSITY FORECAST REMAINS THE SAME AS THE
PREVIOUS ADVISORY CALLING FOR SLOW INTENSIFICATION WITH WARM WATER
AHEAD AND VERTICAL SHEAR THAT THE SHIPS MODEL INDICATES HAS
INCREASED A LITTLE TO BECOME A MILDLY NEGATIVE FACTOR.

THE INITIAL MOTION ESTIMATE IS 280/04.  THE AVIATION MODEL WEAKENS
THE 500 MB RIDGE OVER MEXICO AS A LOW NEAR 29N 125W KICKS OUT TO THE
NORTHEAST.  THE OFFICIAL FORECAST SHOWS A CONTINUED SLOW FORWARD
SPEED WITH A GRADUAL TURN TOWARD THE RIGHT...SIMILAR TO THE UKMET
MODEL...AND SIMILAR TO THE PREVIOUS ADVISORY.
 
FORECASTER LAWRENCE
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     03/0300Z 15.5N 104.2W    30 KTS
12HR VT     03/1200Z 15.6N 104.9W    35 KTS
24HR VT     04/0000Z 15.7N 106.0W    40 KTS
36HR VT     04/1200Z 16.2N 107.0W    45 KTS
48HR VT     05/0000Z 16.8N 108.1W    50 KTS
72HR VT     06/0000Z 18.2N 110.0W    60 KTS
 
NNNN

"
Tropical Storm,Olivia,4,2000-10-03T09:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM OLIVIA DISCUSSION NUMBER   4
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT TUE OCT 03 2000
 
SATELLITE DVORAK CLASSIFICATIONS ARE 2.5/3.0/1.5 FROM
TAFB/SAB/KGWC...SO THE DEPRESSION IS UPGRADED TO A TROPICAL STORM
EVEN THOUGH I AM RELUCTANT TO DO THIS BASED ON ON INFRARED IMAGERY
WITHOUT KNOWLEDGE ABOUT THE LOCATION OF THE CENTER FROM EITHER SSM/I
OR QUICKSCAT.  AS IN THE PREVIOUS ADVISORY...THE FORECAST IS FOR
SLOW STRENGTHENING BASED ON WARM SSTS.
 
THE INITIAL MOTION ESTIMATE IS 270/03.  A 500 MB RIDGE OVER MEXICO
AND A LOW BECOMING A TROUGH NEAR 29N 125W SHOULD STEER THE STORM ON
A WEST-NORTHWEST TRACK.  ALL OF THE GUIDANCE SHOWS RATHER SLOW
MOTION AND THE GFDL AND UKMET MODELS ARE VERY SLOW.  THE OFFICIAL
TRACK FORECAST IS SIMILAR TO THE PREVIOUS ONE...EXCEPT A HAIR
SLOWER...NOT EXCEEDING FIVE KNOTS FORWARD SPEED THROUGH 72 HOURS.
 
FORECASTER LAWRENCE
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     03/0900Z 15.4N 104.3W    35 KTS
12HR VT     03/1800Z 15.4N 105.0W    40 KTS
24HR VT     04/0600Z 15.6N 106.0W    45 KTS
36HR VT     04/1800Z 16.0N 106.9W    50 KTS
48HR VT     05/0600Z 16.4N 107.8W    55 KTS
72HR VT     06/0600Z 17.5N 109.5W    60 KTS
  
NNNN

"
